Длина 		 Сред широкой 	 Ребро 		 Седцевина 	 Сред узкой 
0.000000 	 1510.000000 	 1510.000000 	 1510.000000 	 1510.000000 
0.040000 	 1475.400024 	 1440.800049 	 1510.000000 	 1475.400024 
0.080000 	 1471.699951 	 1433.400024 	 1510.000000 	 1471.699951 
0.120000 	 1465.800049 	 1425.000000 	 1510.000000 	 1465.800049 
0.160000 	 1460.000000 	 1416.599976 	 1510.000000 	 1460.000000 
0.200000 	 1429.099976 	 1352.800049 	 1510.000000 	 1429.099976 
0.240000 	 1405.000000 	 1304.099976 	 1510.000000 	 1405.000000 
0.280000 	 1382.699951 	 1258.900024 	 1510.000000 	 1382.699951 
0.320000 	 1362.199951 	 1220.000000 	 1510.000000 	 1362.199951 
0.360000 	 1343.300049 	 1185.900024 	 1510.000000 	 1343.300049 
0.400000 	 1325.599976 	 1155.900024 	 1510.000000 	 1325.599976 
0.440000 	 1310.300049 	 1129.400024 	 1510.000000 	 1310.300049 
0.480000 	 1300.699951 	 1106.099976 	 1510.000000 	 1300.699951 
0.520000 	 1292.300049 	 1079.800049 	 1510.000000 	 1292.300049 
0.560000 	 1285.099976 	 1054.500000 	 1510.000000 	 1285.099976 
0.600000 	 1278.699951 	 1030.699951 	 1510.000000 	 1278.699951 
0.640000 	 1273.099976 	 1008.900024 	 1510.000000 	 1273.099976 
0.680000 	 1268.000000 	 987.599976 	 1510.000000 	 1268.000000 
0.720000 	 1264.800049 	 971.700012 	 1510.000000 	 1264.800049 
0.760000 	 1260.500000 	 955.099976 	 1510.000000 	 1260.500000 
0.800000 	 1255.699951 	 938.700012 	 1510.000000 	 1255.699951 
0.840000 	 1250.599976 	 922.700012 	 1510.000000 	 1250.599976 
0.880000 	 1245.400024 	 907.099976 	 1509.900024 	 1245.400024 
0.920000 	 1240.199951 	 892.000000 	 1509.900024 	 1240.099976 
0.960000 	 1235.000000 	 877.400024 	 1509.900024 	 1234.900024 
1.000000 	 1218.400024 	 863.299988 	 1509.900024 	 1218.400024 
1.040000 	 1205.500000 	 849.799988 	 1509.800049 	 1205.400024 
1.080000 	 1193.500000 	 836.599976 	 1509.800049 	 1193.500000 
1.120000 	 1182.599976 	 823.700012 	 1509.800049 	 1182.500000 
1.160000 	 1172.800049 	 811.299988 	 1509.699951 	 1172.599976 
1.200000 	 1163.800049 	 799.299988 	 1509.699951 	 1163.599976 
1.240000 	 1155.599976 	 787.599976 	 1509.599976 	 1155.400024 
1.280000 	 1148.000000 	 776.400024 	 1509.500000 	 1147.800049 
1.320000 	 1141.000000 	 765.599976 	 1509.400024 	 1140.800049 
